web-scraper-order,web-scraper-start-url,pages,pages-href,college,1st_year_fees,eligibility,details,city,image-src,course_name
1630560703-75,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,9,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-9,Northwest Missouri State University, 17.6 Lakhs,"Eligibility
                                                                            
                                                                                        TOEFL: 71                                        
                                                                            
                                                                                        IELTS: 6                                        
                                                                                                                +2 more
                                        
                                                                                            
                                                                                                        PTE: 53                                                
                                                                                            
                                                                                                        GRE: 294","✔Public university
                                                                                                                ✔Scholarship
                                                                                                                ✔Accommodation",", Maryville, USA","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",M.S. in Applied Computer Science
1630560941-882,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,4,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-4,University of Hertfordshire, 22.8 Lakhs,"Eligibility
                                                                            
                                                                                        IELTS: 6                                        
                                                                            
                                                                                        PTE: 58","✔Public university
                                                                                                                ×Scholarship
                                                                                                                ✔Accommodation",", Hatfield, UK","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",MSc in Data Science and Analytics with Placement
1630560881-714,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,20,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-20,Istituto Marangoni - Italy, 23.4 Lakhs,"Eligibility
                                                                            
                                                                                        IELTS: 6.5","×Public university
                                                                                                                ✔Scholarship
                                                                                                                ×Accommodation",", Milan, Italy","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",Masters in Italian Product Design
1630560766-262,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,29,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-29,University of Wyoming, 24.3 Lakhs,"Eligibility
                                                                            
                                                                                        TOEFL: 79                                        
                                                                            
                                                                                        IELTS: 6.5                                        
                                                                                                                +1 more
                                        
                                                                                            
                                                                                                        GRE: 298","✔Public university
                                                                                                                ×Scholarship
                                                                                                                ✔Accommodation",", Laramie, USA",https://images.shiksha.com/mediadata/images/1458190423phptXlgVD_172x115.jpeg,Masters of Science in Civil Engineering
1630560710-85,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,11,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-11,Saint Mary's University, 24.2 Lakhs,"Eligibility
                                                                            
                                                                                        TOEFL: 80                                        
                                                                            
                                                                                        IELTS: 6.5                                        
                                                                                                                +1 more
                                        
                                                                                            
                                                                                                        PTE: 58","✔Public university
                                                                                                                ×Scholarship
                                                                                                                ✔Accommodation",", Halifax, Canada","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",MSc in Computing & Data Analytics
1630560738-175,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,19,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-19,Hamburg University of Technology, 55.0 Thousand,"Eligibility
                                                                            
                                                                                        TOEFL: 90                                        
                                                                            
                                                                                        IELTS: 6.5","✔Public university
                                                                                                                ✔Scholarship
                                                                                                                ×Accommodation",", Hamburg, Germany","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",Master's in Mechanical Engineering and Management
1630560961-929,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,2,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-2,Georgia Institute of Technology, 39.3 Lakhs,"Eligibility
                                                                            
                                                                                        TOEFL: 100                                        
                                                                            
                                                                                        IELTS: 7                                        
                                                                                                                +1 more
                                        
                                                                                            
                                                    GRE is accepted but exact exam score is not published by the college                                                    GRE: Accepted","✔Public university
                                                                                                                ×Scholarship
                                                                                                                ✔Accommodation",", Atlanta, USA","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",Master of Science in Computer Science
1630560828-513,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,40,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-40,Sonoma State University, 24.1 Lakhs,"Eligibility
                                                                            
                                                                                        TOEFL: 80                                        
                                                                            
                                                                                        IELTS: 7","✔Public university
                                                                                                                ✔Scholarship
                                                                                                                ✔Accommodation",", Rohnert Park, USA",https://images.shiksha.com/mediadata/images/1542087534phpH8K7Af_172x115.jpeg,Master of Science in Computer and Engineering Science
1630560849-593,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,32,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-32,Elmhurst University, 8.7 Lakhs,"Eligibility
                                                                            
                                                                                        TOEFL: 79                                        
                                                                            
                                                                                        IELTS: 6.5","×Public university
                                                                                                                ✔Scholarship
                                                                                                                ✔Accommodation",", Chicago, USA",https://images.shiksha.com/mediadata/images/1547007303phpLBOwFe_172x115.jpeg,M.S. in Computer Information Systems
1630560796-400,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,41,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-41,Eastern Kentucky University, 11.0 Lakhs,"Eligibility
                                                                            
                                                                                        TOEFL: 79                                        
                                                                            
                                                                                        IELTS: 6.5                                        
                                                                                                                +2 more
                                        
                                                                                            
                                                                                                        GRE: 295                                                
                                                                                            
                                                                                                        GMAT: 500","✔Public university
                                                                                                                ✔Scholarship
                                                                                                                ✔Accommodation",", Richmond, USA","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",Master of Science in Applied Computing
1630560881-731,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,20,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-20,Iowa State University, 36.6 Lakhs,"Eligibility
                                                                            
                                                                                        TOEFL: 79                                        
                                                                            
                                                                                        IELTS: 6.5                                        
                                                                                                                +1 more
                                        
                                                                                            
                                                                                                        PTE: 53","✔Public university
                                                                                                                ×Scholarship
                                                                                                                ✔Accommodation",", Ames, USA","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",M.S in Computer Science
1630560787-348,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,37,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-37,"HECTOR School of Engineering and Management, Karlsruhe Institute of Technology", 13.6 Lakhs,"Eligibility
                                                                            
                                                                                        TOEFL: 90                                        
                                                                            
                                                                                        IELTS: 6.5","✔Public university
                                                                                                                ✔Scholarship
                                                                                                                ✔Accommodation",", Karlsruhe, Germany","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",Master in Mobility Systems Engineering & Management (MSEM)
1630560761-256,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,27,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-27,Poznan University of Technology, 3.3 Lakhs,"Eligibility
                                                                            
                                            IELTS is accepted but exact exam score is not published by the college                                            IELTS: Accepted","✔Public university
                                                                                                                ×Scholarship
                                                                                                                ✔Accommodation",", Poznan, Poland","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",M.Sc. in Mechanical Engineering - Product Engineering
1630560899-781,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,14,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-14,Cranfield University, 32.5 Lakhs,"Eligibility
                                                                            
                                                                                        IELTS: 6.5                                        
                                                                            
                                                                                        PTE: 65","✔Public university
                                                                                                                ×Scholarship
                                                                                                                ✔Accommodation",", Cranfield, UK","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",MSc Aerospace Manufacturing
1630560766-280,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,29,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-29,Case Western Reserve University, 46.2 Lakhs,"Eligibility
                                                                            
                                                                                        TOEFL: 90                                        
                                                                            
                                                                                        IELTS: 7                                        
                                                                                                                +2 more
                                        
                                                                                            
                                                    GRE is accepted but exact exam score is not published by the college                                                    GRE: Accepted                                                
                                                                                            
                                                                                                        PTE: 61","×Public university
                                                                                                                ✔Scholarship
                                                                                                                ✔Accommodation",", Cleveland, USA","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",Master of Science in Mechanical Engineering
1630560771-289,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,31,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-31,Milwaukee School of Engineering, 22.8 Lakhs,"Eligibility
                                                                            
                                                                                        TOEFL: 90                                        
                                                                            
                                                                                        IELTS: 7                                        
                                                                                                                +1 more
                                        
                                                                                            
                                                    GRE is accepted but exact exam score is not published by the college                                                    GRE: Accepted","×Public university
                                                                                                                ✔Scholarship
                                                                                                                ✔Accommodation",", Milwaukee, USA","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",M.S. in Civil Engineering
1630560805-425,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,45,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-45,Shepherd University, 19.2 Lakhs,"Eligibility
                                                                            
                                                                                        TOEFL: 79                                        
                                                                            
                                                                                        IELTS: 6.5","✔Public university
                                                                                                                ×Scholarship
                                                                                                                ✔Accommodation",", Shepherdstown, USA","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",M.S. in Data Analytics and Information Systems
1630560869-674,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,24,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-24,Northeastern Illinois University, 32.7 Lakhs,"Eligibility
                                                                            
                                                                                        TOEFL: 79                                        
                                                                            
                                                                                        IELTS: 6.5","✔Public university
                                                                                                                ×Scholarship
                                                                                                                ✔Accommodation",", Chicago, USA","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC","Computer Science, M.S."
1630560755-225,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,25,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-25,Hanze University of Applied Sciences, 8.7 Lakhs,"Eligibility
                                                                            
                                                                                        TOEFL: 90                                        
                                                                            
                                                                                        IELTS: 6.5","×Public university
                                                                                                                ✔Scholarship
                                                                                                                ×Accommodation",", Groningen, Netherlands","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",Master Sensor System Engineering
1630560755-233,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,25,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-25,University of Tennessee, 32.7 Lakhs,"Eligibility
                                                                            
                                                                                        TOEFL: 80                                        
                                                                            
                                                                                        IELTS: 6.5                                        
                                                                                                                +1 more
                                        
                                                                                            
                                                    GRE is accepted but exact exam score is not published by the college                                                    GRE: Accepted","✔Public university
                                                                                                                ✔Scholarship
                                                                                                                ✔Accommodation",", Knoxville, USA","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",Master of Science in Mechanical Engineering
1630560849-594,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,32,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-32,Hofstra University, 30.6 Lakhs,"Eligibility
                                                                            
                                                                                        TOEFL: 80                                        
                                                                            
                                                                                        IELTS: 6.5                                        
                                                                                                                +2 more
                                        
                                                                                            
                                                                                                        PTE: 53                                                
                                                                                            
                                                    GRE is accepted but exact exam score is not published by the college                                                    GRE: Accepted","×Public university
                                                                                                                ×Scholarship
                                                                                                                ✔Accommodation",", Hempstead, USA","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",MS in Computer Science
1630560849-601,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,32,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-32,University of Wurzburg,null,"Eligibility
                                                                            
                                                                                        TOEFL: 90                                        
                                                                            
                                                                                        IELTS: 6.5","✔Public university
                                                                                                                ×Scholarship
                                                                                                                ✔Accommodation",", Wurzburg, Germany","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",Master of Business Computer Science
1630560710-82,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,11,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-11,University of Central Lancashire, 19.8 Lakhs,"Eligibility
                                                                            
                                                                                        IELTS: 6.5                                        
                                                                            
                                                                                        PTE: 67","✔Public university
                                                                                                                ✔Scholarship
                                                                                                                ✔Accommodation",", Preston, UK",https://images.shiksha.com/mediadata/images/1493896153phpvvrfdy_172x115.jpeg,MSc in Mechanical Engineering
1630560961-920,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,2,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-2,New York University, 38.5 Lakhs,"Eligibility
                                                                            
                                                                                        TOEFL: 90                                        
                                                                            
                                                                                        IELTS: 7                                        
                                                                                                                +2 more
                                        
                                                                                            
                                                                                                        PTE: 65                                                
                                                                                            
                                                    GRE is accepted but exact exam score is not published by the college                                                    GRE: Accepted","×Public university
                                                                                                                ✔Scholarship
                                                                                                                ✔Accommodation",", New York, USA","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",Master of Science Computer Engineering
1630560869-684,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,24,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-24,University of Toledo, 16.6 Lakhs,"Eligibility
                                                                            
                                                                                        TOEFL: 80                                        
                                                                            
                                            GRE is accepted but exact exam score is not published by the college                                            GRE: Accepted","✔Public university
                                                                                                                ✔Scholarship
                                                                                                                ✔Accommodation",", Toledo, USA","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",Master of Science in Electrical Engineering (M.S.E.E)
1630560814-458,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,46,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-46,SUNY College of Environmental Science and Forestry, 18.4 Lakhs,"Eligibility
                                                                            
                                                                                        TOEFL: 80                                        
                                                                            
                                                                                        IELTS: 6","✔Public university
                                                                                                                ✔Scholarship
                                                                                                                ✔Accommodation",", Syracuse, USA","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",M.S in Plant Biotechnology
1630560755-222,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,25,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-25,The University of Newcastle, 32.7 Lakhs,"Eligibility
                                                                            
                                                                                        TOEFL: 79                                        
                                                                            
                                                                                        IELTS: 6.5                                        
                                                                                                                +1 more
                                        
                                                                                            
                                                                                                        PTE: 58","✔Public university
                                                                                                                ×Scholarship
                                                                                                                ✔Accommodation",", Callaghan, Australia",https://images.shiksha.com/mediadata/images/1614952383phpd54PVf_172x115.jpeg,Master of Professional Engineering (Mechanical)
1630560941-873,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,4,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-4,University of Dayton, 20.7 Lakhs,"Eligibility
                                                                            
                                                                                        TOEFL: 80                                        
                                                                            
                                                                                        IELTS: 6.5                                        
                                                                                                                +1 more
                                        
                                                                                            
                                                                                                        PTE: 60","×Public university
                                                                                                                ✔Scholarship
                                                                                                                ✔Accommodation",", Dayton, USA",https://images.shiksha.com/mediadata/images/1537112652php3MMW3x_172x115.jpeg,Master of Computer Science
1630560718-109,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,13,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-13,University of Connecticut, 28.9 Lakhs,"Eligibility
                                                                            
                                                                                        IELTS: 6.5","✔Public university
                                                                                                                ×Scholarship
                                                                                                                ✔Accommodation",", Mansfield, USA","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",MS in Computer Science and Engineering
1630560823-495,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,42,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-42,Boston Architectural College, 28.6 Lakhs,"Eligibility
                                                                            
                                                                                        TOEFL: 79                                        
                                                                            
                                                                                        IELTS: 6.5                                        
                                                                                                                +1 more
                                        
                                                                                            
                                                                                                        PTE: 53","×Public university
                                                                                                                ×Scholarship
                                                                                                                ✔Accommodation",", Boston, USA","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",Master of Science in Interior Architecture
1630560710-87,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,11,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-11,Rochester Institute of Technology, 52.3 Lakhs,"Eligibility
                                                                            
                                                                                        TOEFL: 88                                        
                                                                            
                                                                                        IELTS: 6.5                                        
                                                                                                                +2 more
                                        
                                                                                            
                                                                                                        PTE: 61                                                
                                                                                            
                                                    GRE is accepted but exact exam score is not published by the college                                                    GRE: Accepted","×Public university
                                                                                                                ×Scholarship
                                                                                                                ✔Accommodation",", Rochester, USA","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",MS in computer science
1630560869-690,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,24,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-24,Polytechnic University of Puerto Rico, 4.5 Lakhs,"Eligibility
                                                                            
                                            TOEFL is accepted but exact exam score is not published by the college                                            TOEFL: Accepted","×Public university
                                                                                                                ×Scholarship
                                                                                                                ×Accommodation",", Miami, USA","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",Master of Computer Science
1630560678-7,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,,,McGill University, 17.4 Lakhs,"Eligibility
                                                                            
                                                                                        TOEFL: 100                                        
                                                                            
                                                                                        IELTS: 6.5                                        
                                                                                                                +1 more
                                        
                                                                                            
                                                    GRE is accepted but exact exam score is not published by the college                                                    GRE: Accepted","✔Public university
                                                                                                                ✔Scholarship
                                                                                                                ✔Accommodation",", Montreal, Canada","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",Master of Science in Computer Science
1630560865-657,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,26,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-26,Emory University, 32.1 Lakhs,"Eligibility
                                                                            
                                            IELTS is accepted but exact exam score is not published by the college                                            IELTS: Accepted","×Public university
                                                                                                                ×Scholarship
                                                                                                                ✔Accommodation",", Atlanta, USA","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",Master of Arts in Bioethics
1630560791-377,https://studyabroad.shiksha.com/ms-in-abroad-dc11509,39,https://studyabroad.shiksha.com/ms-in-abroad-dc11509-39,Kadir Has University, 10.4 Lakhs,"Eligibility
                                                                            
                                                                                        TOEFL: 79                                        
                                                                            
                                            GRE is accepted but exact exam score is not published by the college                                            GRE: Accepted                                        
                                                                                                                +1 more
                                        
                                                                                            
                                                                                                        PTE: 71","×Public university
                                                                                                                ✔Scholarship
                                                                                                                ✔Accommodation",", Istanbul, Turkey","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",M.Sc. in Computer Engineering
